APN,RegisteredDate,PropertyType,PropertyAddress,PropertyCity,PropertyState,PropertyZip,CouncilDistrict,Lender,LenderContact,LenderContactPhone,PropertyManagement,PropertyManagementContact,PropertyManagementAddress,PropertyMgmtContactPhone
5059022015,01/25/2017,Multi-Family,"2406 1/2 S 5TH AVE
LOS ANGELES, CA 90018
(34.03486, -118.322456)",LOS ANGELES,CA,90018,10,Nationstar Mortgage LLC,Code Compliance,888-480-2432,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-380-8752
6017004026,04/20/2017,Multi-Family,"2115 W 73RD ST
LOS ANGELES, CA 90047
(33.973676, -118.315864)",LOS ANGELES,CA,90047,8,"Dovenmuehle Mortgage, Inc.",Eric Barber,866-397-5370,Safeguard,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
2715027031,02/20/2017,Single Family,"11100 N RESEDA BLVD
LOS ANGELES, CA 91326
(34.272023, -118.536108)",LOS ANGELES,CA,91326,12,Shellpoint Mortgage Services,Tracy Hall,866-825-2174,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801
6022003007,01/30/2017,Single Family,"140 E 74TH ST
LOS ANGELES, CA 90003
(33.972974, -118.272478)",LOS ANGELES,CA,90003,9,Nationstar Mortgage LLC,Paula Acosta,972-315-8837,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778
2222023008,03/02/2017,Single Family,"15526 W VALERIO ST
VAN NUYS, CA 91406
(34.204814, -118.471408)",VAN NUYS,CA,91406,6,Shellpoint Mortgage Services,Johan Correa,866-825-2174,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801
6050025008,01/18/2017,Single Family,"9900 S PALOMA AVE
LOS ANGELES, CA 90002
(33.946758, -118.26376)",LOS ANGELES,CA,90002,8,REVERSE MORTGAGE SOLUTIONS,Josefina Martinez,832-606-5907,L.A. REAL ESTATE NETWORK INC,Ray Duran,1200  W Beverly Boulevard  A Montebello CA 90640,323-724-2420
2234005056,03/21/2017,Single Family,"6715 N ORION AVE
VAN NUYS, CA 91406
(34.192649, -118.470556)",VAN NUYS,CA,91406,6,Bank of America,VPR Department,800-669-2443,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611
4493030006,01/13/2017,Single Family,"12671 W MOUNTAIN CREST LANE
LOS ANGELES, CA 90049
(34.105017, -118.493619)",LOS ANGELES,CA,90049,11,JP Morgan Chase NA,Amy Lott,888-310-1506,HANMI BANK,Kris Min,3660   WILSHIRE BLVD  LOS ANGELES CA 90010,213-368-3206
4007025016,02/17/2017,Single Family,"6335 S ARLINGTON AVE
LOS ANGELES, CA 90043
(33.982014, -118.318683)",LOS ANGELES,CA,90043,8,Shellpoint Mortgage Services,Tracy Hall,866-825-2174,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801
2027043022,01/05/2017,Single Family,"7301 N RUTHERFORD HILL DR
LOS ANGELES, CA 91307
(34.203855, -118.651231)",LOS ANGELES,CA,91307,12,Nationstar Mortgage,Dawn Campos,888-456-0714,New Beginning Properties Inc,Jose Chavez,999  W Marshall BLVD  San Bernardino CA 92405,877-339-8202
2616025026,06/22/2017,Single Family,"13863 W EUSTACE ST
LOS ANGELES, CA 91331
(34.269754, -118.435125)",LOS ANGELES,CA,91331,7,Shellpoint Mortgage Servicing,Tracy Hall,864-312-4380,New Beginning Properties Inc,Jose Chavez,999  W Marshall BLVD  San Bernardino CA 92405,877-339-8202
2157003006,03/31/2017,Single Family,"18316 W HATTERAS ST
TARZANA, CA 91356
(34.177446, -118.531475)",TARZANA,CA,91356,3,"Financial Freedom, a division of CIT bank.",Dan Stack,800-441-4428,Red A Ranch,Robert Buchanan,132  N Pine ST A San Gabriel CA 91775,626-287-4431
6061012025,03/14/2017,Single Family,"717 W 105TH ST
LOS ANGELES, CA 90044
(33.940739, -118.287686)",LOS ANGELES,CA,90044,8,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205
2047016034,02/28/2017,Single Family,"24030 W MARIANO ST
LOS ANGELES, CA 91367
(34.166231, -118.650087)",LOS ANGELES,CA,91367,3,Shellpoint Mortgage Services,Tracy Hall,866-825-2174,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
6070007007,03/10/2017,Vacant Residential,"1364 E 110TH ST
LOS ANGELES, CA 90059
(33.935796, -118.250699)",LOS ANGELES,CA,90059,15,Nationstar Mortgage LLC,Paula Acosta,972-315-8837,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778
5430010021,01/19/2017,Single Family,"2227 N HYPERION AVE
LOS ANGELES, CA 90027
(34.10028, -118.273316)",LOS ANGELES,CA,90027,4,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084
2171005020,01/13/2017,Single Family,"21515 W ARCOS DR
LOS ANGELES, CA 91364
(34.154436, -118.597979)",LOS ANGELES,CA,91364,3,Bank of America,VPR Department,800-669-2443,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611
2303019066,06/09/2017,Single Family,"12956 W YERBA ST
LOS ANGELES, CA 91605
(34.211306, -118.416404)",LOS ANGELES,CA,91605,2,RoundPoint Mortgage Servicing Corporation,Elizabeth Harting,704-426-8874,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778
6069013017,03/21/2017,Single Family,"11111 S WILMINGTON AVE
LOS ANGELES, CA 90059
",LOS ANGELES,CA,90059,15,"Danco, Inc.",Ronald Perlstein,310-842-8235,NULL,NULL,,NULL
2226025018,01/19/2017,Single Family,"16819 W COVELLO ST
LOS ANGELES, CA 91406
(34.207351, -118.499515)",LOS ANGELES,CA,91406,6,Federal National Mortgage Association,Aileen Cabalu,626-396-4692,Pinnacle Estate Properties,Raquel Magro,18569   Devonshire ST  Northridge CA 91324,818-968-4585
5087012024,01/11/2017,Single Family,"1044 S LA JOLLA AVE
LOS ANGELES, CA 90035
(34.057714, -118.372059)",LOS ANGELES,CA,90035,5,JP Morgan Chase NA,Amy Lott,888-310-1506,Safeguard Properties,Safeguard Properties,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,800-852-8306
2420006009,01/10/2017,Single Family,"4849 N LEDGE AVE
LOS ANGELES, CA 91601
",LOS ANGELES,CA,91601,4,"Trojan Capital Investment, LLC",Thanh Vo,877-684-9517,Trojan Capital Investments,Thanh Vo,2681   San Miguel Drive  316 Newport Beach CA 92660,877-684-9517
6033006024,01/09/2017,Multi-Family,"7912 S NORMANDIE AVE
LOS ANGELES, CA 90044
(33.966881, -118.300244)",LOS ANGELES,CA,90044,8,CitiMortgage,Erin Theobald,877-290-3997,New Beginning Properties Inc,Jose Chavez,999  W Marshall BLVD  San Bernardino CA 92405,877-339-8202
2503010029,01/05/2017,Single Family,"13801 N ELDRIDGE AVE
LOS ANGELES, CA 91342
(34.322664, -118.430742)",LOS ANGELES,CA,91342,7,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480
2182019009,06/07/2017,Single Family,"4411 N ALONZO AVE
LOS ANGELES, CA 91316
(34.150299, -118.521824)",LOS ANGELES,CA,91316,5,Shellpoint Mortgage Servicing,Tracy Hall,864-312-4380,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778
4004024032,01/06/2017,Single Family,"6311 S KENISTON AVE
LOS ANGELES, CA 90043
(33.982489, -118.341743)",LOS ANGELES,CA,90043,8,Champion Mortgage,Tina Simmons,972-894-9993,Red A Ranch,Robert Buchanan,132  N Pine ST A San Gabriel CA 91775,626-287-4431
6031005017,01/18/2017,Single Family,"202 W 73RD ST
LOS ANGELES, CA 90003
(33.973717, -118.276196)",LOS ANGELES,CA,90003,9,REVERSE MORTGAGE SOLUTIONS,Josefina Martinez,832-606-5907,L.A. REAL ESTATE NETWORK INC,Ray Duran,1200  W Beverly Boulevard  A Montebello CA 90640,323-724-2420
2727011011,01/18/2017,Single Family,"22138 W SONOMA PL
LOS ANGELES, CA 91311
(34.245464, -118.609317)",LOS ANGELES,CA,91311,12,REVERSE MORTGAGE SOLUTIONS,Josefina Martinez,832-606-5907,KMC Landscaping Services Inc.,Matt Cohick,42263  W 50 ST 127 Lancaster CA 93536,661-733-2822
2322002050,01/08/2017,Single Family,"6725 N ST CLAIR AVE
LOS ANGELES, CA 91606
(34.192826, -118.399792)",LOS ANGELES,CA,91606,2,Ocwen Loan Servicing LLC,Judy Credit,407-737-5247,Apex Construction Services,Kuhn Mat,3600   Ocean Ranch BLVD  Oceanside CA 92056,760-634-6589
2035003055,01/28/2017,Single Family,"23515 W OXNARD ST
LOS ANGELES, CA 91367
(34.17902, -118.639306)",LOS ANGELES,CA,91367,3,Nationstar Mortgage LLC,Code Compliance,888-480-2432,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
6067003004,03/20/2017,Multi-Family,"11318 S WILMINGTON AVE
LOS ANGELES, CA 90059
",LOS ANGELES,CA,90059,15,"Danco, Inc.",Ronald Perlstein,310-842-8235,Budget Mortgage Corp,Christi Miller,1849   SAWTELLE BLVD 700 LOS ANGELES CA 90025,310-696-4050
2412031142,01/04/2017,Single Family,"6716 N CLYBOURN AVE
LOS ANGELES, CA 91606
",LOS ANGELES,CA,91606,2,Nationstar Mortgage LLC,Code Compliance,888-480-2432,Assurant Field Services,Property Registration Department,101  W Louis Henna Blvd 400 Austin TX 78728,512-833-8101
5109007017,01/06/2017,Non-Residential,"00219 E 52ND ST
LOS ANGELES, CA 90011
(33.995254, -118.271005)",LOS ANGELES,CA,90011,9,Ocwen Loan Servicing LLC,Judy Credit,407-737-5247,Apex Construction Services,Kuhn Mat,3600   Ocean Ranch BLVD  Oceanside CA 92056,760-634-6589
4312021036,06/12/2017,Single Family,"3215 S MCMANUS AVE
LOS ANGELES, CA 90034
(34.032192, -118.380019)",LOS ANGELES,CA,90034,10,PNC Bank,Rick Penniman,440-546-6244,"South Pacific Field Services, LLC",Johanna Granados,31568   Railroad Canyon RD 100 Canyon Lake CA 92587,951-696-8100
5058016013,01/23/2017,Multi-Family,"2205 S HOBART BLVD
LOS ANGELES, CA 90018
(34.036124, -118.307828)",LOS ANGELES,CA,90018,8,"Wells Fargo Bank, N.A., as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097
2166046003,01/03/2017,Single Family,"20744 W QUEDO DR
LOS ANGELES, CA 91364
(34.159478, -118.585752)",LOS ANGELES,CA,91364,3,Selene Finance LP,Grace Wesson,951-428-2250,M&M Mortgage co,Frances Guerra,13380  SW 131st ST  miami FL 33186,303-232-4300
5216007005,03/29/2017,Multi-Family,"2412 N EASTERN AVE
LOS ANGELES, CA 90032
(34.073786, -118.180317)",LOS ANGELES,CA,90032,14,Nationstar Mortgage LLC,Paula Acosta,972-315-8837,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778
2216007013,01/26/2017,Single Family,"7014 N COLBATH AVE
LOS ANGELES, CA 91405
(34.198098, -118.436712)",LOS ANGELES,CA,91405,2,Nationstar Mortgage LLC,Code Compliance,888-480-2432,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
2604008020,05/17/2017,Single Family,"15869 W LARKSPUR ST
LOS ANGELES, CA 91342
(34.303578, -118.477105)",LOS ANGELES,CA,91342,7,Bank of America,VPR Department,800-669-2443,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611
5420009006,03/13/2017,Single Family,"2027 N LEMOYNE ST
LOS ANGELES, CA 90026
(34.089572, -118.253156)",LOS ANGELES,CA,90026,13,"BAYVIEW LOAN SERVICING, LLC",MICHAEL LOPATA,954-590-7161,MILES PRESERVATION LLC,MR. MILES,27226   Via Industria   Temecula CA 92590,951-808-3346
5035026007,05/02/2017,Single Family,"1726 W 38TH PL
LOS ANGELES, CA 90062
(34.016449, -118.31188)",LOS ANGELES,CA,90062,8,Bank of America,VPR Department,800-669-2443,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611
2101028018,01/16/2017,Single Family,"7932 N CHASTAIN PL
LOS ANGELES, CA 91335
(34.214617, -118.523665)",LOS ANGELES,CA,91335,12,Ocwen Loan Servicing LLC,Judy Credit,407-737-5247,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084
2706028031,01/20/2017,Single Family,"21320 W STANWELL ST
LOS ANGELES, CA 91311
(34.262185, -118.596363)",LOS ANGELES,CA,91311,12,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801
6051010005,01/11/2017,Single Family,"1137 E 104TH ST
LOS ANGELES, CA 90002
(33.941883, -118.255217)",LOS ANGELES,CA,90002,8,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480
5060029029,03/09/2017,Single Family,"2131 S 2ND AVE
LOS ANGELES, CA 90018
(34.037171, -118.318879)",LOS ANGELES,CA,90018,10,Nationstar Mortgage LLC,Paula Acosta,972-315-8837,"Cyprexx Services, LLC",Property Registrations,525   Grand Regency BLVD  Brandon FL 33510,877-339-8202
5083026009,05/31/2017,Multi-Family,"1339 S RIMPAU BLVD
LOS ANGELES, CA 90019
(34.049865, -118.336526)",LOS ANGELES,CA,90019,10,Nationstar Mortgage LLC,Code Compliance,888-480-2432,Safeguard Properties,Code Compliance Safeguard Properties,7887   Safeguard Cir  Valley View OH 44125,800-852-8306
2679001008,01/01/2017,Single Family,"16512 W CHATSWORTH ST
LOS ANGELES, CA 91344
(34.264702, -118.491789)",LOS ANGELES,CA,91344,12,Deutsche Bank c/o Select Portfolio Servicing,NA NA,888-349-8964,NULL,NULL,,NULL
5070012040,01/25/2017,Single Family,"1521 S CLOVERDALE AVE
LOS ANGELES, CA 90019
(34.045945, -118.35244)",LOS ANGELES,CA,90019,10,CENTRAL MORTGAGE COMPANY,SHEILA ROELING,501-716-4810,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
2167022006,01/03/2017,Single Family,"20908 W COSTANSO ST
LOS ANGELES, CA 91364
(34.165502, -118.588706)",LOS ANGELES,CA,91364,3,Ditech Financial LLC,Property Department,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405,909-289-1453
2344002009,01/10/2017,Single Family,"5436 N WOODMAN AVE
LOS ANGELES, CA 91401
(34.169635, -118.431246)",LOS ANGELES,CA,91401,4,Bank of America,VPR Department,800-669-2443,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
2014014004,03/03/2017,Single Family,"7746 N MCLAREN AVE
LOS ANGELES, CA 93063
",LOS ANGELES,CA,93063,12,Shellpoint Mortgage Services,Tracy Hall,866-825-2174,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778
4229010007,03/30/2017,Single Family,"674 W OLIVE ST
LOS ANGELES, CA 90291
(33.987542, -118.454955)",LOS ANGELES,CA,90291,11,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205
5093027176,01/05/2017,Single Family,"3810 W WILSHIRE BLVD 1-260
LOS ANGELES, CA 90010
",LOS ANGELES,CA,90010,10,NATIONSTAR MORTGAGE LLC,Paula Acosta,800-468-1743,AFS c/o PRIORITY 1 PROPERTY PRESERVATION INC - SOUTH,Bill Kleiser,2780   DOVE TAIL TR  San Marcos CA 92078,800-468-1743
5445024005,03/28/2017,Single Family,"2320 E FERNLEAF ST
LOS ANGELES, CA 90031
(34.08779, -118.23156)",LOS ANGELES,CA,90031,13,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205
6042008021,01/31/2017,Single Family,"633 E 89TH ST
LOS ANGELES, CA 90002
(33.955602, -118.263956)",LOS ANGELES,CA,90002,9,Caliber Real Estate Services LLC,Ron Cooper,323-299-4876,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
5493003022,01/12/2017,Multi-Family,"6363 N FIGUEROA ST
LOS ANGELES, CA 90042
(34.117142, -118.183441)",LOS ANGELES,CA,90042,14,Bank of America,VPR Department,800-669-2443,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611
2543016041,03/02/2017,Single Family,"10198 W LA CANADA WAY
LOS ANGELES, CA 91040
(34.259932, -118.352622)",LOS ANGELES,CA,91040,7,Shellpoint Mortgage Services,Tracy Hall,866-825-2174,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
2226016008,03/29/2017,Single Family,"16632 W CANTLAY ST
LOS ANGELES, CA 91406
(34.202165, -118.495853)",LOS ANGELES,CA,91406,6,Nationstar Mortgage LLC,Paula Acosta,972-315-8837,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778
2619028004,05/30/2017,Single Family,"13708 W FILMORE ST
LOS ANGELES, CA 91331
(34.264666, -118.431285)",LOS ANGELES,CA,91331,7,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801
2174025021,04/12/2017,Single Family,"4526 N TENANGO DR
LOS ANGELES, CA 91364
(34.152162, -118.573706)",LOS ANGELES,CA,91364,3,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205
7451016014,02/28/2017,Single Family,"684 W 3RD ST
SAN PEDRO, CA 90731
(33.741496, -118.291852)",SAN PEDRO,CA,90731,15,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,"Kash Construction and Management, INC.",Kash Rob,533  S Los Angeles ST  LOS ANGELES CA 90013,213-612-4995
5218012036,01/18/2017,Single Family,"4868 E GAMBIER ST
LOS ANGELES, CA 90032
(34.081016, -118.177367)",LOS ANGELES,CA,90032,14,"The Lemoine Group, Inc.",Israel Miranda,760-212-5100,"The Lemoine Group, Inc.",Israel Miranda,13219   Harbour BLVD 149 Garden Grove CA 92843,760-212-5100
5526034030,03/29/2017,Single Family,"423 N FULLER AVE
LOS ANGELES, CA 90036
(34.078956, -118.349842)",LOS ANGELES,CA,90036,5,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205
2130008019,04/17/2017,Single Family,"19507 W SCHOOLCRAFT ST
LOS ANGELES, CA 91335
(34.196722, -118.558272)",LOS ANGELES,CA,91335,3,BROUGHAM FUND I TRUST,Registration Department,814-827-4661,BSI Financial,registrations dept,5716   Corsa AVE  Westlake Village CA 91362,814-827-4661
5037017030,01/12/2017,Multi-Family,"3850 S WALTON AVE
LOS ANGELES, CA 90037
(34.015801, -118.294898)",LOS ANGELES,CA,90037,8,CALIBER HOME LOANS,CHRISTINE CAYANAN,874-214-4174,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611
2286014010,05/15/2017,Single Family,"3951 N ROYAL OAK PL
LOS ANGELES, CA 91436
(34.142785, -118.481789)",LOS ANGELES,CA,91436,5,"Trojan Capital Investment, LLC",Thanh Vo,877-684-9517,Trojan Capital Investments,Thanh Vo,2681   San Miguel Drive  316 Newport Beach CA 92660,877-684-9517
2350009048,03/18/2017,Multi-Family,"11485 W CUMPSTON ST
NORTH HOLLYWOOD, CA 91601
(34.169672, -118.381865)",NORTH HOLLYWOOD,CA,91601,2,Fay Servicing LLC,Grace Wesson,877-338-3791,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100
6052029021,03/26/2017,Multi-Family,"441 1/2 E 97TH ST
LOS ANGELES, CA 90003
(33.948324, -118.265895)",LOS ANGELES,CA,90003,8,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084
2246015018,05/30/2017,Single Family,"14006 W CALIFA ST
VAN NUYS, CA 91401
(34.177571, -118.438434)",VAN NUYS,CA,91401,2,JP Morgan Chase NA,Amy Lott,888-310-1506,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,445  W 34 ST  San Bernardino CA 92405,909-289-1453
6069021007,01/19/2017,Single Family,"1631 E 113TH ST
LOS ANGELES, CA 90059
(33.932071, -118.245064)",LOS ANGELES,CA,90059,15,Nationstar Mortgage LLC,Code Compliance,888-480-2432,Safeguard Properties,Code Compliance Safeguard Properties,7887   Safeguard Cir  Valley View OH 44125,800-852-8306
2132009032,02/09/2017,Single Family,"6435 N BOTHWELL RD
LOS ANGELES, CA 91335
(34.187692, -118.561159)",LOS ANGELES,CA,91335,3,Fay Servicing LLC c/o BDF Law,Heather Zullo,966-966-0789,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100
2005009026,04/03/2017,Single Family,"8341 N SEDAN AVE
LOS ANGELES, CA 91304
(34.220846, -118.630254)",LOS ANGELES,CA,91304,12,Fay Servicing LLC,Grace Wesson,877-338-3791,Barrett Daffin Frappier Treder & Weiss LLP,Grace Wesson,20955   Pathfinder RD 300 Diamond CA 91765,877-338-3791
2727018007,01/05/2017,Single Family,"9310 N GLADE AVE
LOS ANGELES, CA 91311
(34.239401, -118.608822)",LOS ANGELES,CA,91311,12,Bank of America,VPR Department,800-669-2443,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
5507016013,03/28/2017,Single Family,"425 S JUNE ST
LOS ANGELES, CA 90020
(34.066168, -118.334192)",LOS ANGELES,CA,90020,4,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS c/o Advantage Conveyance,Ken Scheller,1906   Irvine AVE  Newport Beach CA 92660,972-996-5000
4005019004,01/03/2017,Single Family,"5914 S 5TH AVE
LOS ANGELES, CA 90043
(33.986817, -118.322536)",LOS ANGELES,CA,90043,8,Nationstar Mortgage LLC,Paula Acosta,972-315-8837,"Mortgage Contracting Services, Inc.","Mortgage Contracting Services, Inc.",6504   International Pkwy 1500 Plano TX 75093,813-387-1100
2779012047,06/02/2017,Single Family,"8434 N GLASSPORT AVE
LOS ANGELES, CA 93063
",LOS ANGELES,CA,93063,3,Bank of America,VPR Department,800-669-2443,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611
6055009051,01/11/2017,Single Family,"1438 W 94TH PL
LOS ANGELES, CA 90047
(33.950358, -118.301733)",LOS ANGELES,CA,90047,8,Ocwen Loan Servicing LLC,Judy Credit,407-737-5247,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084
2378025027,01/31/2017,Single Family,"3779 N BERRY DR
LOS ANGELES, CA 91604
(34.137373, -118.379625)",LOS ANGELES,CA,91604,2,"Kodiak Capital Management, LLC",Andrey Kalashnikov,323-527-5137,NULL,NULL,,NULL
2129021122,01/04/2017,Single Family,"18951 KITTRIDGE
RESEDA, CA 91335
(34.190216, -118.545945)",RESEDA,CA,91335,3,NATIONSTAR MORTGAGE LLC,Paula Acosta,800-468-1743,"AFAS c/o NEW BEGINNING PROPERTIES, INC",Chavez Lourdes,999  W Marshall BLVD  San Bernardino CA 92405,909-289-1453
